Product_ID,Name,Type,Category,Price_Euros,Description,Tags/Keywords,Reviews,Rating
1076,Scandinavian Wardrobe - Nordica,Wardrobe,Bathroom Furniture,1905,"Crafted with premium materials, this wardrobe provides both durability and style for your bathroom furniture. Its sleek design complements any decor.","['wardrobe', 'scandinavian design', 'storage']","['Very modern and elegant, love it!', 'Very modern and elegant, love it!', 'Expected better quality for the price.', 'Came with minor scratches, but overall nice.', 'A bit small for my needs, but looks good.']",3.5
1077,Industrial Bookshelf - Grandora,Bookshelf,Kids Furniture,1074,"Enhance your kids furniture with this sophisticated bookshelf, offering both aesthetic appeal and practical usability for everyday convenience.","['bookshelf', 'industrial style', 'metal frame']","['Fast delivery and easy setup!', 'Customer service was very helpful.', 'Not as soft as I hoped.', 'Assembly took longer than expected.', 'Not as soft as I hoped.']",3.7
1078,Classic Wooden Bed Frame - Chateau,Bed,Hallway Furniture,1528,"Crafted with premium materials, this bed provides both durability and style for your hallway furniture. Its sleek design complements any decor.","['bed frame', 'wooden', 'classic design']","['Slightly overpriced, but good quality.', 'Perfect fit for my space!', 'Not as soft as I hoped.', 'Perfect fit for my space!', 'Super sturdy, will last for years!']",4.5
1079,Compact Shoe Cabinet - Zenith,Cabinet,Storage Solutions,1869,"Experience the perfect blend of comfort and functionality with this cabinet. Ideal for your storage solutions, it offers a stylish touch and long-lasting quality.","['shoe cabinet', 'compact storage', 'modern look']","['Amazing quality, highly recommend!', 'The material feels premium and durable.', 'Expected better quality for the price.', 'The material feels premium and durable.', 'Perfect fit for my space!']",3.6
1080,Floating Wall Shelves - Refined,Miscellaneous,Home Decor,1950,"Experience the perfect blend of comfort and functionality with this miscellaneous. Ideal for your home decor, it offers a stylish touch and long-lasting quality.","['wall shelves', 'floating design', 'minimalist']","['Expected better quality for the price.', 'Assembly took longer than expected.', 'Super sturdy, will last for years!', 'Perfect fit for my space!', 'Slightly overpriced, but good quality.']",4.9
1081,Modern Wooden Dining Table - Proffico,Table,Dining Room,349,"Designed for modern living, this table features high-quality materials and expert craftsmanship, making it a great addition to any dining room.","['wooden table', 'modern furniture', 'dining']","['The color looks different from the picture.', 'The color looks different from the picture.', 'Expected better quality for the price.', 'Very modern and elegant, love it!', 'Very comfortable and stylish!']",4.5
1082,Luxury Velvet Sofa - Valsana,Sofa,Living Room,504,"Crafted with premium materials, this sofa provides both durability and style for your living room. Its sleek design complements any decor.","['velvet sofa', 'luxury furniture', 'living room']","['A bit small for my needs, but looks good.', 'Super sturdy, will last for years!', 'Slightly overpriced, but good quality.', 'A bit small for my needs, but looks good.', 'Customer service was very helpful.']",4.2
1083,Minimalist Coffee Table - Eleganza,Table,Bedroom,745,"Crafted with premium materials, this table provides both durability and style for your bedroom. Its sleek design complements any decor.","['coffee table', 'oak wood', 'modern decor']","['Slightly overpriced, but good quality.', 'The material feels premium and durable.', 'Expected better quality for the price.', 'Perfect fit for my space!', 'Expected better quality for the price.']",3.5
1084,Ergonomic Office Chair - Homestead,Chair,Office Furniture,570,"Experience the perfect blend of comfort and functionality with this chair. Ideal for your office furniture, it offers a stylish touch and long-lasting quality.","['office chair', 'ergonomic', 'adjustable height']","['Super sturdy, will last for years!', 'The material feels premium and durable.', 'Customer service was very helpful.', 'Customer service was very helpful.', 'Not as soft as I hoped.']",5
1085,Outdoor Lounge Set - Luxora,Miscellaneous,Outdoor Furniture,282,"Experience the perfect blend of comfort and functionality with this miscellaneous. Ideal for your outdoor furniture, it offers a stylish touch and long-lasting quality.","['outdoor set', 'garden lounge', 'weather resistant']","['Expected better quality for the price.', 'A bit small for my needs, but looks good.', 'Slightly overpriced, but good quality.', 'A bit small for my needs, but looks good.', 'Very comfortable and stylish!']",3.7
1086,Scandinavian Wardrobe - Furnitura,Wardrobe,Bathroom Furniture,1094,"Experience the perfect blend of comfort and functionality with this wardrobe. Ideal for your bathroom furniture, it offers a stylish touch and long-lasting quality.","['wardrobe', 'scandinavian design', 'storage']","['Very comfortable and stylish!', 'Very modern and elegant, love it!', 'Very modern and elegant, love it!', 'Customer service was very helpful.', 'Amazing quality, highly recommend!']",4
1087,Industrial Bookshelf - CasaNova,Bookshelf,Kids Furniture,825,"Experience the perfect blend of comfort and functionality with this bookshelf. Ideal for your kids furniture, it offers a stylish touch and long-lasting quality.","['bookshelf', 'industrial style', 'metal frame']","['Perfect fit for my space!', 'A bit small for my needs, but looks good.', 'Very comfortable and stylish!', 'Perfect fit for my space!', 'The color looks different from the picture.']",4.8
1088,Classic Wooden Bed Frame - Artisano,Bed,Hallway Furniture,1171,"Enhance your hallway furniture with this sophisticated bed, offering both aesthetic appeal and practical usability for everyday convenience.","['bed frame', 'wooden', 'classic design']","['The material feels premium and durable.', 'Perfect fit for my space!', 'Customer service was very helpful.', 'Super sturdy, will last for years!', 'Very comfortable and stylish!']",4.6
1089,Compact Shoe Cabinet - Moderno,Cabinet,Storage Solutions,1341,"Designed for modern living, this cabinet features high-quality materials and expert craftsmanship, making it a great addition to any storage solutions.","['shoe cabinet', 'compact storage', 'modern look']","['Fast delivery and easy setup!', 'Very comfortable and stylish!', 'Super sturdy, will last for years!', 'A bit small for my needs, but looks good.', 'Very modern and elegant, love it!']",3.5
1090,Floating Wall Shelves - Decora,Miscellaneous,Home Decor,309,"Designed for modern living, this miscellaneous features high-quality materials and expert craftsmanship, making it a great addition to any home decor.","['wall shelves', 'floating design', 'minimalist']","['A bit small for my needs, but looks good.', 'Came with minor scratches, but overall nice.', 'The color looks different from the picture.', 'The color looks different from the picture.', 'The color looks different from the picture.']",3.6
1091,Modern Wooden Dining Table - Comforta,Table,Dining Room,740,"Designed for modern living, this table features high-quality materials and expert craftsmanship, making it a great addition to any dining room.","['wooden table', 'modern furniture', 'dining']","['Amazing quality, highly recommend!', 'Came with minor scratches, but overall nice.', 'Very modern and elegant, love it!', 'Assembly took longer than expected.', 'Super sturdy, will last for years!']",4.2
1092,Luxury Velvet Sofa - UrbanStyle,Sofa,Living Room,387,"Crafted with premium materials, this sofa provides both durability and style for your living room. Its sleek design complements any decor.","['velvet sofa', 'luxury furniture', 'living room']","['Very comfortable and stylish!', 'Not as soft as I hoped.', 'The color looks different from the picture.', 'Amazing quality, highly recommend!', 'Assembly took longer than expected.']",4.6
1093,Minimalist Coffee Table - Prestigo,Table,Bedroom,1501,"Designed for modern living, this table features high-quality materials and expert craftsmanship, making it a great addition to any bedroom.","['coffee table', 'oak wood', 'modern decor']","['Fast delivery and easy setup!', 'Super sturdy, will last for years!', 'Amazing quality, highly recommend!', 'The color looks different from the picture.', 'Assembly took longer than expected.']",4.6
1094,Ergonomic Office Chair - Heritage,Chair,Office Furniture,288,"Designed for modern living, this chair features high-quality materials and expert craftsmanship, making it a great addition to any office furniture.","['office chair', 'ergonomic', 'adjustable height']","['Perfect fit for my space!', 'Super sturdy, will last for years!', 'Very modern and elegant, love it!', 'Customer service was very helpful.', 'Came with minor scratches, but overall nice.']",3.7
1095,Outdoor Lounge Set - TimberLux,Miscellaneous,Outdoor Furniture,969,"Crafted with premium materials, this miscellaneous provides both durability and style for your outdoor furniture. Its sleek design complements any decor.","['outdoor set', 'garden lounge', 'weather resistant']","['Amazing quality, highly recommend!', 'Expected better quality for the price.', 'Expected better quality for the price.', 'The color looks different from the picture.', 'Customer service was very helpful.']",3.8
1096,Scandinavian Wardrobe - Nordica,Wardrobe,Bathroom Furniture,1105,"Crafted with premium materials, this wardrobe provides both durability and style for your bathroom furniture. Its sleek design complements any decor.","['wardrobe', 'scandinavian design', 'storage']","['Fast delivery and easy setup!', 'Very modern and elegant, love it!', 'Slightly overpriced, but good quality.', 'Customer service was very helpful.', 'Super sturdy, will last for years!']",4.3
1097,Industrial Bookshelf - Grandora,Bookshelf,Kids Furniture,1146,"Enhance your kids furniture with this sophisticated bookshelf, offering both aesthetic appeal and practical usability for everyday convenience.","['bookshelf', 'industrial style', 'metal frame']","['Very modern and elegant, love it!', 'Super sturdy, will last for years!', 'Perfect fit for my space!', 'Expected better quality for the price.', 'Very comfortable and stylish!']",4.6
